question;type;sql;relevant_values;variation
¿Podrías indicarme cuánto fue la desviación estándar diaria para el edificio Polideportivo Municipal durante la primera semana de abril de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Polideportivo Municipal' AND w.""week_start"" = DATE '2025-04-07';";Polideportivo Municipal;rephrased_3
¿Cuál fue el valor de la desviación estándar diaria en la semana inicial de abril de 2025 para el edificio llamado Polideportivo Municipal?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Polideportivo Municipal' AND w.""week_start"" = DATE '2025-04-07';";Polideportivo Municipal;rephrased_4
Oye, ¿sabes qué desviación estándar diaria tuvo el Polideportivo Muncipal en la primera semanita de abril de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Polideportivo Municipal' AND w.""week_start"" = DATE '2025-04-07';";Polideportivo Municipal;rephrased_5
¿Cuál fue la variación porcentual de consumo del edificio Teatro Principal en la semana que empezó el 2025-04-07?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;original
¿Qué cambio porcentual hubo en el consumo del edificio Teatro Principal durante la semana que empezó el 7 de abril de 2025?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;rephrased_1
Me podrias decir el porcentaje de variación en consumo del edificio teatro principal en la semana q inicia el 2025-04-07?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;rephrased_2
Disculpa, ¿se sabe cuánto varió el consumo en porcentaje en el Edificio Teatre Principal la semana que empezó el 2025-04-07?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;rephrased_3
¿Podrías indicarme la diferencia porcentual en el consumo eléctrico para la semana entrante del 07/04/2025 en el edificio Teatre Principal?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;rephrased_4
¿Cuánto cambió el consumo del edificio Tatro Principal en porcentaje la semana iniciada el 2025-04-07?;Diferencia Semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Principal' AND w.""week_start"" = DATE '2025-04-07';";Teatro Principal;rephrased_5
¿Cuál fue el consumo total mensual del edificio Universidad Central en febrero de 2025 y cuánto cambió respecto a enero?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;original
¿Me puedes indicar cuál fue el total de consumo mensual del edificio Universidad Central durante febrero de 2025 y cómo se comparó con el mes anterior, enero?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;rephrased_1
¿Cuanto gasto de energia tuvo el edificio univercidad central en febrero 2025 y que diferencia hubo con enero?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;rephrased_2
Oye, ¿sabes cuánto consumió completo el edificio Universidad Central en febrero del 25 y si subió o bajó comparado con enero?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;rephrased_3
Por favor, necesito saber el consumo mensual del edificio Universid Central en febrero de 2025 y el cambio porcentual respecto a enero.;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;rephrased_4
¿Puedes decirme cuánto consumo total tuvo el edificio Universidad Central en febrero de 2025 y cuál fue la variación con enero?;Consumo Total Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""total_consumption_prev_month_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Universidad Central' AND m.""year_month"" = DATE '2025-02-01';";Universidad Central;rephrased_5
¿Cuál fue el consumo semanal del edificio Universidad Tecnológica en la semana pasada y su variación porcentual respecto a la anterior?;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;original
¿Cuánto energía consumió el edificio Universidad Tecnológica la semana pasada y cómo varió ese consumo en porcentaje con respecto a la semana anterior?;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;rephrased_1
Dime el consumo semanal del edifico Universidad Tecnólogica la última semana y la diferencia en porcentaje respecto a la semana previa.;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;rephrased_2
¿Cuál fue el gasto de energía en la última semana en la Universidad Tecnológica y en cuánto cambió respecto a la semana anterior?;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;rephrased_3
Oye, ¿sabes cuánto usó de energía esa semana pasada el edificio Universidad Tecnología y qué tanto subió o bajó comparado con la anterior?;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;rephrased_4
Por favor, indique el consumo semanal del Edificio Universidad Tecnológica la semana pasada y su variación porcentual respecto a la semana anterior.;Multi Variables;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"", w.""diff_pct_consumption_prev_week"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Universidad Tecnológica' AND w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""week_start"" DESC LIMIT 1;";Universidad Tecnológica;rephrased_5
¿Cuál es el consumo acumulado (YTD) del edificio Museo de Historia Natural en el último mes disponible?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;original
¿Me podrías indicar cuál fue el consumo acumulado hasta la fecha (YTD) del Museo de Historia Natural durante el último mes registrado?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;rephrased_1
¿Cuánto ha consumido en total el edificio Museo de Historia Natural en lo que va del año, según el último mes del que tenemos datos?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;rephrased_2
¿Cuál es el consumo total acumulado del edifico Museo de historia natural en el mes más reciente disponible?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;rephrased_3
Oye, ¿sabes cuánto lleva consumido el Museo de Historia Naturall hasta el último mes que hay info?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;rephrased_4
¿Podrías facilitarme el dato de consumo acumulado YTD correspondiente al último mes con datos del edificio Museo de Historia Natural?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Museo de Historia Natural' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Museo de Historia Natural;rephrased_5
¿Cuál fue el consumo total acumulado (YTD) del edificio Centro Financiero al finalizar el mes actual?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Financiero' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Centro Financiero;original
¿Cuál es el total acumulado de consumo en el edificio Centro Financiero hasta el cierre de este mes?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Financiero' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Centro Financiero;rephrased_1
Me podrías decir cuánto ha consumido en total el edificio Centro Financiero desde el inicio del año hasta ahora?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Financiero' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Centro Financiero;rephrased_2
Cual a sido el consumo total acumulado de el edificio Centro financero al final de este mes?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Financiero' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Centro Financiero;rephrased_3
Oye, ¿cuánto lleva consumido el edificio Centro Finaciero en lo que va del año hasta el mes actual?;Consumo acumulado YTD;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Financiero' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Centro Financiero;rephrased_4
